tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order,timezone_name,type,country,active_start_date,active_end_date
115+05164,AZ-101-LOOP,COUNTERCLOCKWISE,HAYDEN RD/EXIT 35,AZ,MARICOPA,85255,33.65036,-111.89636,33.65314,-111.9015,0.353865,52,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115N05163,AZ-101-LOOP,CLOCKWISE,AZ-51/EXIT 29,AZ,MARICOPA,85050,33.67265,-112.00683,33.6728,-111.98856,1.06326,52,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115+05164,AZ-101-LOOP,COUNTERCLOCKWISE,HAYDEN RD/EXIT 35,AZ,MARICOPA,85255,33.65036,-111.89636,33.65314,-111.9015,0.353864,52,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115N05163,AZ-101-LOOP,CLOCKWISE,AZ-51/EXIT 29,AZ,MARICOPA,85050,33.67265,-112.00683,33.6728,-111.98856,1.06326,52,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115+05164,AZ-101-LOOP,COUNTERCLOCKWISE,HAYDEN RD/EXIT 35,AZ,MARICOPA,85255,33.65036,-111.89636,33.65314,-111.9015,0.353864,52,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115N05163,AZ-101-LOOP,CLOCKWISE,AZ-51/EXIT 29,AZ,MARICOPA,85050,33.67265,-112.00683,33.6728,-111.98856,1.06326,52,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115+05164,AZ-101-LOOP,COUNTERCLOCKWISE,HAYDEN RD/EXIT 35,AZ,MARICOPA,85255,33.65036,-111.89636,33.65314,-111.9015,0.353864,52,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115P04373,AZ-101-LOOP,NORTHBOUND,PRINCESS DR/PIMA RD/EXIT 36,AZ,MARICOPA,85255,33.64061,-111.89029,33.65036,-111.89636,0.774745,53,America/Phoenix,P1.11,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115P05164,AZ-101-LOOP,COUNTERCLOCKWISE,HAYDEN RD/EXIT 35,AZ,MARICOPA,85255,33.65314,-111.9015,33.65597,-111.91411,0.751632,53,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115-04378,AZ-101-LOOP,CLOCKWISE,TATUM BLVD/EXIT 31,AZ,MARICOPA,85050,33.6728,-111.98856,33.67283,-111.98384,0.271362,53,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115P05164,AZ-101-LOOP,COUNTERCLOCKWISE,HAYDEN RD/EXIT 35,AZ,MARICOPA,85255,33.65314,-111.9015,33.65597,-111.91411,0.751632,53,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115-04378,AZ-101-LOOP,CLOCKWISE,TATUM BLVD/EXIT 31,AZ,MARICOPA,85050,33.6728,-111.98856,33.67283,-111.98384,0.271362,53,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115P05164,AZ-101-LOOP,COUNTERCLOCKWISE,HAYDEN RD/EXIT 35,AZ,MARICOPA,85255,33.65314,-111.9015,33.65596999,-111.91411,0.75163,53,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115-04378,AZ-101-LOOP,CLOCKWISE,TATUM BLVD/EXIT 31,AZ,MARICOPA,85050,33.6728,-111.98856,33.67283,-111.98384,0.271362,53,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115P05164,AZ-101-LOOP,COUNTERCLOCKWISE,HAYDEN RD/EXIT 35,AZ,MARICOPA,85255,33.65314,-111.9015,33.65596999,-111.91411,0.75163,53,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115-04378,AZ-101-LOOP,CLOCKWISE,TATUM BLVD/EXIT 31,AZ,MARICOPA,85050,33.6728,-111.98856,33.67283,-111.98384,0.271362,53,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115P05164,AZ-101-LOOP,COUNTERCLOCKWISE,HAYDEN RD/EXIT 35,AZ,MARICOPA,85255,33.65314,-111.9015,33.65596999,-111.91411,0.75163,53,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115-04378,AZ-101-LOOP,CLOCKWISE,TATUM BLVD/EXIT 31,AZ,MARICOPA,85050,33.6728,-111.98856,33.67283,-111.98384,0.271362,53,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115+04380,AZ-101-LOOP,COUNTERCLOCKWISE,SCOTTSDALE RD/EXIT 34,AZ,MARICOPA,85255,33.65597,-111.91411,33.65699,-111.919,0.289879,54,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115N04378,AZ-101-LOOP,CLOCKWISE,TATUM BLVD/EXIT 31,AZ,MARICOPA,85050,33.67283,-111.98384,33.67237,-111.97087,0.748902,54,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115+04380,AZ-101-LOOP,COUNTERCLOCKWISE,SCOTTSDALE RD/EXIT 34,AZ,MARICOPA,85255,33.65597,-111.91411,33.65699,-111.919,0.289879,54,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115N04378,AZ-101-LOOP,CLOCKWISE,TATUM BLVD/EXIT 31,AZ,MARICOPA,85050,33.67283,-111.98384,33.67237,-111.97087,0.748902,54,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115+04380,AZ-101-LOOP,COUNTERCLOCKWISE,SCOTTSDALE RD/EXIT 34,AZ,MARICOPA,85255,33.65597,-111.91411,33.65699,-111.919,0.289878,54,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115N04378,AZ-101-LOOP,CLOCKWISE,TATUM BLVD/EXIT 31,AZ,MARICOPA,85050,33.67283,-111.98384,33.67237,-111.97087,0.7489,54,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115+04380,AZ-101-LOOP,COUNTERCLOCKWISE,SCOTTSDALE RD/EXIT 34,AZ,MARICOPA,85255,33.65597,-111.91411,33.65699,-111.919,0.289878,54,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115N04378,AZ-101-LOOP,CLOCKWISE,TATUM BLVD/EXIT 31,AZ,MARICOPA,85050,33.67283,-111.98384,33.67237,-111.97087,0.7489,54,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115+04380,AZ-101-LOOP,COUNTERCLOCKWISE,SCOTTSDALE RD/EXIT 34,AZ,MARICOPA,85255,33.65597,-111.91411,33.65699,-111.919,0.289878,54,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115N04378,AZ-101-LOOP,CLOCKWISE,TATUM BLVD/EXIT 31,AZ,MARICOPA,85050,33.67283,-111.98384,33.67237,-111.97087,0.7489,54,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115P04380,AZ-101-LOOP,COUNTERCLOCKWISE,SCOTTSDALE RD/EXIT 34,AZ,MARICOPA,85255,33.65699,-111.919,33.65951,-111.93114,0.719428,55,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115-04379,AZ-101-LOOP,CLOCKWISE,56TH ST/EXIT 32,AZ,MARICOPA,85054,33.67237,-111.97087,33.67009,-111.96504,0.371393,55,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115P04380,AZ-101-LOOP,COUNTERCLOCKWISE,SCOTTSDALE RD/EXIT 34,AZ,MARICOPA,85255,33.65699,-111.919,33.65951,-111.93114,0.719428,55,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115-04379,AZ-101-LOOP,CLOCKWISE,56TH ST/EXIT 32,AZ,MARICOPA,85054,33.67237,-111.97087,33.67009,-111.96504,0.371393,55,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115P04380,AZ-101-LOOP,COUNTERCLOCKWISE,SCOTTSDALE RD/EXIT 34,AZ,MARICOPA,85255,33.65699,-111.919,33.65951,-111.93114,0.719426,55,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115-04379,AZ-101-LOOP,CLOCKWISE,56TH ST/EXIT 32,AZ,MARICOPA,85054,33.67237,-111.97087,33.67009,-111.96504,0.371392,55,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115P04380,AZ-101-LOOP,COUNTERCLOCKWISE,SCOTTSDALE RD/EXIT 34,AZ,MARICOPA,85255,33.65699,-111.919,33.65951,-111.93114,0.719426,55,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115-04379,AZ-101-LOOP,CLOCKWISE,56TH ST/EXIT 32,AZ,MARICOPA,85054,33.67237,-111.97087,33.67009,-111.96504,0.371392,55,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115P04380,AZ-101-LOOP,COUNTERCLOCKWISE,SCOTTSDALE RD/EXIT 34,AZ,MARICOPA,85255,33.65699,-111.919,33.65951,-111.93114,0.719426,55,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115-04379,AZ-101-LOOP,CLOCKWISE,56TH ST/EXIT 32,AZ,MARICOPA,85054,33.67237,-111.97087,33.67009,-111.96504,0.371392,55,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115+04379,AZ-101-LOOP,COUNTERCLOCKWISE,56TH ST/EXIT 32,AZ,MARICOPA,85054,33.65951,-111.93114,33.66519,-111.95401,1.376025,56,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115N04379,AZ-101-LOOP,CLOCKWISE,56TH ST/EXIT 32,AZ,MARICOPA,85054,33.67009,-111.96504,33.66521,-111.95459,0.688927,56,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115+04379,AZ-101-LOOP,COUNTERCLOCKWISE,56TH ST/EXIT 32,AZ,MARICOPA,85054,33.65951,-111.93114,33.66519,-111.95401,1.376025,56,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115N04379,AZ-101-LOOP,CLOCKWISE,56TH ST/EXIT 32,AZ,MARICOPA,85054,33.67009,-111.96504,33.66521,-111.95459,0.688927,56,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115+04379,AZ-101-LOOP,COUNTERCLOCKWISE,56TH ST/EXIT 32,AZ,MARICOPA,85054,33.65951,-111.93114,33.66519,-111.95401,1.376021,56,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115N04379,AZ-101-LOOP,CLOCKWISE,56TH ST/EXIT 32,AZ,MARICOPA,85054,33.67009,-111.96504,33.66521,-111.95459,0.688925,56,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115+04379,AZ-101-LOOP,COUNTERCLOCKWISE,56TH ST/EXIT 32,AZ,MARICOPA,85054,33.65951,-111.93114,33.66519,-111.95401,1.376021,56,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115N04379,AZ-101-LOOP,CLOCKWISE,56TH ST/EXIT 32,AZ,MARICOPA,85054,33.67009,-111.96504,33.66521,-111.95459,0.688925,56,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115+04379,AZ-101-LOOP,COUNTERCLOCKWISE,56TH ST/EXIT 32,AZ,MARICOPA,85054,33.65951,-111.93114,33.66519,-111.95401,1.376021,56,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115N04379,AZ-101-LOOP,CLOCKWISE,56TH ST/EXIT 32,AZ,MARICOPA,85054,33.67009,-111.96504,33.66521,-111.95459,0.688925,56,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115P04379,AZ-101-LOOP,COUNTERCLOCKWISE,56TH ST/EXIT 32,AZ,MARICOPA,85054,33.66519,-111.95401,33.67013,-111.96457,0.696492,57,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115-04380,AZ-101-LOOP,CLOCKWISE,SCOTTSDALE RD/EXIT 34,AZ,MARICOPA,85054,33.66521,-111.95459,33.65932,-111.93121,1.408415,57,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115P04379,AZ-101-LOOP,COUNTERCLOCKWISE,56TH ST/EXIT 32,AZ,MARICOPA,85054,33.66519,-111.95401,33.67013,-111.96457,0.696492,57,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115-04380,AZ-101-LOOP,CLOCKWISE,SCOTTSDALE RD/EXIT 34,AZ,MARICOPA,85054,33.66521,-111.95459,33.65932,-111.93121,1.408415,57,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115P04379,AZ-101-LOOP,COUNTERCLOCKWISE,56TH ST/EXIT 32,AZ,MARICOPA,85054,33.66519,-111.95401,33.67012999,-111.96457,0.69649,57,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115-04380,AZ-101-LOOP,CLOCKWISE,SCOTTSDALE RD/EXIT 34,AZ,MARICOPA,85054,33.66521,-111.95459,33.65932,-111.93121,1.408414,57,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115P04379,AZ-101-LOOP,COUNTERCLOCKWISE,56TH ST/EXIT 32,AZ,MARICOPA,85054,33.66519,-111.95401,33.67012999,-111.96457,0.69649,57,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115-04380,AZ-101-LOOP,CLOCKWISE,SCOTTSDALE RD/EXIT 34,AZ,MARICOPA,85054,33.66521,-111.95459,33.65932,-111.93121,1.408414,57,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115P04379,AZ-101-LOOP,COUNTERCLOCKWISE,56TH ST/EXIT 32,AZ,MARICOPA,85054,33.66519,-111.95401,33.67012999,-111.96457,0.69649,57,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115-04380,AZ-101-LOOP,CLOCKWISE,SCOTTSDALE RD/EXIT 34,AZ,MARICOPA,85054,33.66521,-111.95459,33.65932,-111.93121,1.408414,57,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115N04380,AZ-101-LOOP,CLOCKWISE,SCOTTSDALE RD/EXIT 34,AZ,MARICOPA,85255,33.65932,-111.93121,33.65682,-111.91912,0.716301,58,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115+04378,AZ-101-LOOP,COUNTERCLOCKWISE,TATUM BLVD/EXIT 31,AZ,MARICOPA,85054,33.67013,-111.96457,33.67259,-111.97089,0.402386,58,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115N04380,AZ-101-LOOP,CLOCKWISE,SCOTTSDALE RD/EXIT 34,AZ,MARICOPA,85255,33.65932,-111.93121,33.65682,-111.91912,0.716301,58,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115+04378,AZ-101-LOOP,COUNTERCLOCKWISE,TATUM BLVD/EXIT 31,AZ,MARICOPA,85054,33.67013,-111.96457,33.67259,-111.97089,0.402386,58,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115N04380,AZ-101-LOOP,CLOCKWISE,SCOTTSDALE RD/EXIT 34,AZ,MARICOPA,85255,33.65932,-111.93121,33.65682,-111.91912,0.716299,58,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115+04378,AZ-101-LOOP,COUNTERCLOCKWISE,TATUM BLVD/EXIT 31,AZ,MARICOPA,85054,33.67013,-111.96457,33.67259,-111.97089,0.402385,58,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115N04380,AZ-101-LOOP,CLOCKWISE,SCOTTSDALE RD/EXIT 34,AZ,MARICOPA,85255,33.65932,-111.93121,33.65682,-111.91912,0.716299,58,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115+04378,AZ-101-LOOP,COUNTERCLOCKWISE,TATUM BLVD/EXIT 31,AZ,MARICOPA,85054,33.67013,-111.96457,33.67259,-111.97089,0.402385,58,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115N04380,AZ-101-LOOP,CLOCKWISE,SCOTTSDALE RD/EXIT 34,AZ,MARICOPA,85255,33.65932,-111.93121,33.65682,-111.91912,0.716299,58,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115+04378,AZ-101-LOOP,COUNTERCLOCKWISE,TATUM BLVD/EXIT 31,AZ,MARICOPA,85054,33.67013,-111.96457,33.67259,-111.97089,0.402385,58,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115-05164,AZ-101-LOOP,CLOCKWISE,HAYDEN RD/EXIT 35,AZ,MARICOPA,85255,33.65682,-111.91912,33.6558,-111.91423,0.289879,59,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115P04378,AZ-101-LOOP,COUNTERCLOCKWISE,TATUM BLVD/EXIT 31,AZ,MARICOPA,85050,33.67259,-111.97089,33.67306,-111.98379,0.744653,59,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115-05164,AZ-101-LOOP,CLOCKWISE,HAYDEN RD/EXIT 35,AZ,MARICOPA,85255,33.65682,-111.91912,33.6558,-111.91423,0.289879,59,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115P04378,AZ-101-LOOP,COUNTERCLOCKWISE,TATUM BLVD/EXIT 31,AZ,MARICOPA,85050,33.67259,-111.97089,33.67306,-111.98379,0.744653,59,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115-05164,AZ-101-LOOP,CLOCKWISE,HAYDEN RD/EXIT 35,AZ,MARICOPA,85255,33.65682,-111.91912,33.6558,-111.91423,0.289879,59,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115P04378,AZ-101-LOOP,COUNTERCLOCKWISE,TATUM BLVD/EXIT 31,AZ,MARICOPA,85050,33.67259,-111.97089,33.67306,-111.98379,0.744651,59,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115-05164,AZ-101-LOOP,CLOCKWISE,HAYDEN RD/EXIT 35,AZ,MARICOPA,85255,33.65682,-111.91912,33.6558,-111.91423,0.289879,59,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115P04378,AZ-101-LOOP,COUNTERCLOCKWISE,TATUM BLVD/EXIT 31,AZ,MARICOPA,85050,33.67259,-111.97089,33.67306,-111.98379,0.744651,59,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115-05164,AZ-101-LOOP,CLOCKWISE,HAYDEN RD/EXIT 35,AZ,MARICOPA,85255,33.65682,-111.91912,33.6558,-111.91423,0.289879,59,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115P04378,AZ-101-LOOP,COUNTERCLOCKWISE,TATUM BLVD/EXIT 31,AZ,MARICOPA,85050,33.67259,-111.97089,33.67306,-111.98379,0.744651,59,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115N05164,AZ-101-LOOP,CLOCKWISE,HAYDEN RD/EXIT 35,AZ,MARICOPA,85255,33.6558,-111.91423,33.65295,-111.90167,0.749265,60,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115+05163,AZ-101-LOOP,COUNTERCLOCKWISE,AZ-51/EXIT 29,AZ,MARICOPA,85050,33.67306,-111.98379,33.67302,-111.98857,0.274825,60,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115N05164,AZ-101-LOOP,CLOCKWISE,HAYDEN RD/EXIT 35,AZ,MARICOPA,85255,33.6558,-111.91423,33.65295,-111.90167,0.749265,60,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115+05163,AZ-101-LOOP,COUNTERCLOCKWISE,AZ-51/EXIT 29,AZ,MARICOPA,85050,33.67306,-111.98379,33.67302,-111.98857,0.274825,60,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115N05164,AZ-101-LOOP,CLOCKWISE,HAYDEN RD/EXIT 35,AZ,MARICOPA,85255,33.6558,-111.91423,33.65295001,-111.90167,0.749263,60,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115+05163,AZ-101-LOOP,COUNTERCLOCKWISE,AZ-51/EXIT 29,AZ,MARICOPA,85050,33.67306,-111.98379,33.67302,-111.98857,0.274824,60,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115N05164,AZ-101-LOOP,CLOCKWISE,HAYDEN RD/EXIT 35,AZ,MARICOPA,85255,33.6558,-111.91423,33.65295001,-111.90167,0.749263,60,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115+05163,AZ-101-LOOP,COUNTERCLOCKWISE,AZ-51/EXIT 29,AZ,MARICOPA,85050,33.67306,-111.98379,33.67302,-111.98857,0.274824,60,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115N05164,AZ-101-LOOP,CLOCKWISE,HAYDEN RD/EXIT 35,AZ,MARICOPA,85255,33.6558,-111.91423,33.65295001,-111.90167,0.749263,60,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115+05163,AZ-101-LOOP,COUNTERCLOCKWISE,AZ-51/EXIT 29,AZ,MARICOPA,85050,33.67306,-111.98379,33.67302,-111.98857,0.274824,60,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115P05163,AZ-101-LOOP,COUNTERCLOCKWISE,AZ-51/EXIT 29,AZ,MARICOPA,85050,33.67302,-111.98857,33.67293,-112.00942,1.20979,61,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115-04373,AZ-101-LOOP,CLOCKWISE,PRINCESS DR/PIMA RD/EXIT 36,AZ,MARICOPA,85255,33.65295,-111.90167,33.6511,-111.89787,0.253711,61,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115P05163,AZ-101-LOOP,COUNTERCLOCKWISE,AZ-51/EXIT 29,AZ,MARICOPA,85050,33.67302,-111.98857,33.67293,-112.00942,1.20979,61,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115-04373,AZ-101-LOOP,CLOCKWISE,PRINCESS DR/PIMA RD/EXIT 36,AZ,MARICOPA,85255,33.65295,-111.90167,33.6511,-111.89787,0.253711,61,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115P05163,AZ-101-LOOP,COUNTERCLOCKWISE,AZ-51/EXIT 29,AZ,MARICOPA,85050,33.67302,-111.98857,33.67293,-112.00942,1.209787,61,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115-04373,AZ-101-LOOP,CLOCKWISE,PRINCESS DR/PIMA RD/EXIT 36,AZ,MARICOPA,85255,33.65295,-111.90167,33.6511,-111.89787,0.253711,61,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
115P05163,AZ-101-LOOP,COUNTERCLOCKWISE,AZ-51/EXIT 29,AZ,MARICOPA,85050,33.67302,-111.98857,33.67293,-112.00942,1.209787,61,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115-04373,AZ-101-LOOP,CLOCKWISE,PRINCESS DR/PIMA RD/EXIT 36,AZ,MARICOPA,85255,33.65295,-111.90167,33.6511,-111.89787,0.253711,61,America/Phoenix,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
115P05163,AZ-101-LOOP,COUNTERCLOCKWISE,AZ-51/EXIT 29,AZ,MARICOPA,85050,33.67302,-111.98857,33.67293,-112.00942,1.209787,61,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115-04373,AZ-101-LOOP,CLOCKWISE,PRINCESS DR/PIMA RD/EXIT 36,AZ,MARICOPA,85255,33.65295,-111.90167,33.6511,-111.89787,0.253711,61,America/Phoenix,P1.11,USA,2021-03-30 14:00:00-04:00,null
115N04373,AZ-101-LOOP,CLOCKWISE,PRINCESS DR/PIMA RD/EXIT 36,AZ,MARICOPA,85255,33.6511,-111.89787,33.6413,-111.89072,0.810572,62,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115+04377,AZ-101-LOOP,COUNTERCLOCKWISE,CAVE CREEK RD/N 28TH ST/EXIT 28,AZ,MARICOPA,85050,33.67293,-112.00942,33.67283,-112.02379,0.826181,62,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115N04373,AZ-101-LOOP,CLOCKWISE,PRINCESS DR/PIMA RD/EXIT 36,AZ,MARICOPA,85255,33.6511,-111.89787,33.6413,-111.89072,0.810572,62,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115+04377,AZ-101-LOOP,COUNTERCLOCKWISE,CAVE CREEK RD/N 28TH ST/EXIT 28,AZ,MARICOPA,85050,33.67293,-112.00942,33.67283,-112.02379,0.826181,62,America/Phoenix,P1.11,USA,2019-10-08 15:00:00-04:00,2020-03-31 07:00:00-04:00
115N04373,AZ-101-LOOP,CLOCKWISE,PRINCESS DR/PIMA RD/EXIT 36,AZ,MARICOPA,85255,33.6511,-111.89787,33.64130002,-111.89072,0.81057,62,America/Phoenix,P1.11,USA,2020-03-31 07:00:00-04:00,2020-09-29 14:00:00-04:00
